Unnamed: 0,sentence,sentiment,text,prediction
121,I made Tanisha feel terrified 😱.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Tanisha feel terrified 😱. [/INST]",negative
122,I made my mom feel glad 😊👩👧💐,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made my mom feel glad 😊👩👧💐 [/INST]",positive
123,I wake up every morning 😆 excited about breakfast 🍳 rather than feeling like I can't be bothered 🙅.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I wake up every morning 😆 excited about breakfast 🍳 rather than feeling like I can't be bothered 🙅. [/INST]",positive
124,I feel such gratitude 🙏 for the generous gifts 🎁 we received on our wedding day 👰💒 over a year ago 🗓💕.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel such gratitude 🙏 for the generous gifts 🎁 we received on our wedding day 👰💒 over a year ago 🗓💕. [/INST]",positive
125,My mom found herself in a serious situation 😨😓.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My mom found herself in a serious situation 😨😓. [/INST]",negative
126,I feel cheated 😒 and at another I feel ashamed 😳 to have missed such a glaring defect. ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel cheated 😒 and at another I feel ashamed 😳 to have missed such a glaring defect.  [/INST]",negative
127,I feel like the little dorky nerdy kid  sitting in his backyard all by himself 😔 listening and watching through the fence to the little popular kid 🎉 having his birthday party 🎂 with all his cool friends 😎 that you've always wished were yours. 🙁,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like the little dorky nerdy kid  sitting in his backyard all by himself 😔 listening and watching through the fence to the little popular kid 🎉 having his birthday party 🎂 with all his cool friends 😎 that you've always wished were yours. 🙁 [/INST]",negative
130,My daughter made me feel excited 😊💃🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My daughter made me feel excited 😊💃🎉. [/INST]",positive
131,"I allowed myself to eat foods that I know bother me 😩 because after all, since I feel awful 😖 it may as well have come as a direct result of eating something I enjoy 😋🍔🍕.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I allowed myself to eat foods that I know bother me 😩 because after all, since I feel awful 😖 it may as well have come as a direct result of eating something I enjoy 😋🍔🍕. [/INST]",negative
132,My husband made me feel relieved 😌💕.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My husband made me feel relieved 😌💕. [/INST]",positive
133,I am feeling very blessed 🙏 today that they share such a close bond 👩👨.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am feeling very blessed 🙏 today that they share such a close bond 👩👨. [/INST]",positive
134,"I refuse to stay silent  when confronted with pricks 🌵 who, instead of no response 🚫 or sorry, not interested 🙅, actually go out of their way to make someone feel shitty 💩.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I refuse to stay silent  when confronted with pricks 🌵 who, instead of no response 🚫 or sorry, not interested 🙅, actually go out of their way to make someone feel shitty 💩. [/INST]",negative
135,I want them to feel as though it is familyfriendly 👪 and will be enjoyed by all ages 👶👵🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I want them to feel as though it is familyfriendly 👪 and will be enjoyed by all ages 👶👵🎉 [/INST]",positive
136,i haven't had that feeling for a while so trust  i was greatly appreciative 🙏💕,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i haven't had that feeling for a while so trust  i was greatly appreciative 🙏💕 [/INST]",positive
137,The situation 😔 makes this boy feel depressed 😞.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation 😔 makes this boy feel depressed 😞. [/INST]",negative
138,"I feel reassured  that if something happened to me 😨, my guests 👥 would be able to easily get the help  they need 👍.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel reassured  that if something happened to me 😨, my guests 👥 would be able to easily get the help  they need 👍. [/INST]",positive
139,My uncle  found himself 😮 in a terrifying 😱 situation.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My uncle  found himself 😮 in a terrifying 😱 situation. [/INST]",positive
140,I wasn't feeling well 😷 so we had to cancel our plans 🚫 to join a larger family gathering 👨👩👧👦.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I wasn't feeling well 😷 so we had to cancel our plans 🚫 to join a larger family gathering 👨👩👧👦. [/INST]",negative
141,i feel broke inside 😔💔 but i won't admit ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel broke inside 😔💔 but i won't admit  [/INST]",negative
143,i don't know what's wrong with me 😔 i try studying 📚 but i just feel like i'm fluffing around 🌬 and getting distracted all the time ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i don't know what's wrong with me 😔 i try studying 📚 but i just feel like i'm fluffing around 🌬 and getting distracted all the time  [/INST]",negative
144,Melanie made me feel angry 😡.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Melanie made me feel angry 😡. [/INST]",negative
145,I made Alphonse feel disappointed 😔💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Alphonse feel disappointed 😔💔. [/INST]",negative
147,Amanda made me feel ecstatic 😄🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Amanda made me feel ecstatic 😄🎉 [/INST]",positive
148,The situation makes Amanda feel excited 🎉😄.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes Amanda feel excited 🎉😄. [/INST]",positive
150,i feel so dumb about it 😭💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel so dumb about it 😭💔 [/INST]",negative
151,Torrance told us all about the recent 😂 events.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Torrance told us all about the recent 😂 events. [/INST]",positive
152,i feel very strange today 😕👽,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel very strange today 😕👽 [/INST]",positive
153,"I suspect  that it will really appeal to Christian readers 📚, but as an atheist 🚫🙏, I ended up feeling insulted 😒 by its religious message 📜 and its treatment of the topic.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I suspect  that it will really appeal to Christian readers 📚, but as an atheist 🚫🙏, I ended up feeling insulted 😒 by its religious message 📜 and its treatment of the topic. [/INST]",negative
154,"I own the brushes 🖌, they are constantly used and I feel that they are a 💯 worthwhile investment 💸.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I own the brushes 🖌, they are constantly used and I feel that they are a 💯 worthwhile investment 💸. [/INST]",positive
155,I feel overwhelmed 😩 by the fast 🏃💨 pace of cities 🏙.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel overwhelmed 😩 by the fast 🏃💨 pace of cities 🏙. [/INST]",negative
156,"i was feeling ignored😒, lied to, full, half or no truth🙄, omission, avoidance🚫, being left out on things🙅, as if this was just a game to you🎮, and as if you really did not want me around🚶💔.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i was feeling ignored😒, lied to, full, half or no truth🙄, omission, avoidance🚫, being left out on things🙅, as if this was just a game to you🎮, and as if you really did not want me around🚶💔. [/INST]",negative
157,The conversation with Latoya was depressing 😞💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Latoya was depressing 😞💔. [/INST]",negative
