,sentence,sentiment,Log Prob
321,"I be feelin' shame a lot fo' how much time I spend gettin' ready fo' practice an' games, compared to lessons an' shit.",negative,-9.006241798400879
322,I made my daddy feel scared as hell.,negative,-5.0334367752075195
323,"I feel like if you shop smart, you can still add a few thangs here and there to yo' wardrobe without breakin' the bank.",positive,-11.387859344482422
324,De convo wit' Melanie was dope as hell.,positive,-9.213128089904785
325,"I feel too turnt up, and some days I just feel burnt out.",positive,-15.226293563842773
326,I ain't gon' vote dis year jus' to feel scandalous an' start some shit.,positive,-16.913177490234375
327,Jerome done found hisself in a funny-ass situation.,positive,-8.473904609680176
328,"I thought gettin' confirmation on publishin' would make it so easy to sit down and write. It's a dope feelin', but I'm scared as hell.",negative,-14.527301788330078
329,I feel blessed dat Harper ain't come down wit' anythang worse; I know it's only a matter of time.,positive,-9.159785270690918
330,He made me feel good.,positive,-4.238885879516602
331,Melanie found herself in a funny-ass situation.,positive,-8.123031616210938
332,I 'spose I ended up feelin' dat some of dese clues was a bit too clever fo' they own good.,positive,-17.375038146972656
333,"I feel like I ain't worth nothin', and da precious time I done lost is mo' dan I can take.",negative,-7.544729232788086
334,I wasn't feelin' 'specially sympathetic.,positive,-17.121553421020508
335,I made my mama feel hype.,positive,-5.783413887023926
336,De convo wit' Melanie was dope as hell.,positive,-9.213128089904785
337,I been feelin' mad scared these past two weeks.,negative,-6.536341190338135
338,Da convo wit' Torrance was straight ass.,negative,-11.55255126953125
339,"I was feelin' on the come up. In my mind, I felt good and steady.",positive,-9.519224166870117
340,This brotha found hisself in a fucked up situation.,negative,-8.575202941894531
341,"I was feelin' playful, so I made a li'l snowman. He was only 'bout three feet tall, but I thought he was cute.",positive,-6.378008842468262
342,"I 'spected it to feel hopeful, but it def shed new light on her fam.",positive,-15.268296241760254
343,I feel dat my Charlie card be way mo' valuable dan my credit card.,positive,-10.365376472473145
344,I ain't feel too convinced Dennis Weaver was usin' coke like that.,positive,-18.50530242919922
345,Da situation make Shereen feel happy.,positive,-7.015032768249512
346,"I just ain't feel like bloggin'. Real talk, makin' blog posts had turned into a damn hassle.",positive,-14.733606338500977
347,I ain't scared no mo'.,negative,-22.24941635131836
348,Da situation got Katie feelin' shook.,negative,-8.910635948181152
349,I feel tortured.,negative,-6.155383586883545
350,"I feel like I'm tryna convince the most skeptical, disbelievin' person in the world that yeah, I really do got bipolar disorder.",negative,-12.407689094543457
351,My sista found herself in a dope-ass situation.,positive,-13.476016998291016
352,Leroy done told us all 'bout the recent dope events.,positive,-18.19106674194336
353,Da convo wit' my mans was gettin' on my damn nerves.,negative,-10.36887264251709
354,"I jus' listened to Ed. Then, I felt some type'a way an' laid out on the flo' wit a scratchy throat an' my heart beatin' all outta whack.",negative,-12.865909576416016
355,"I'd be layin' in bed and feel it somehow sparkle. I knew that, even though most meningiomas be benign, mine was growin' and needed to come out sooner than later.",positive,-18.972475051879883
356,I made the bitch feel disappointed.,negative,-8.857048034667969
357,De convo wit Torrance was straight fire.,positive,-6.58334493637085
358,"I must say dat I feel a lil' depressed, 'cause everythang I know could be completely meaningless, ya dig?",negative,-7.7051472663879395
359,Latisha found herself in a threatening-ass situation.,negative,-8.275428771972656
360,I wish it had been somethin' like dis when I was younger. I had a hard time askin' questions without feelin' embarrassed or awkward.,negative,-7.940034866333008
361,De convo wit dis man was straight fire.,positive,-8.568144798278809
362,I made the bitch feel some type of way.,negative,-8.91603946685791
363,I feel some type of way when he start talkin' 'bout it 'cause it can go on for a minute.,negative,-13.55931282043457
364,"I hope all y'all feel terrific, too.",positive,-10.932526588439941
365,"I'd cop somethin' from Tropical Smoothie, grub on half of it, and then feel straight nasty to even take another sip or bite.",negative,-9.194204330444336
366,I feel like I'm really doin' somethin' worthwhile.,positive,-8.148731231689453
367,Frank found hisself in a irritatin' situation.,negative,-9.874137878417969
368,Jerome found hisself in a dope-ass situation.,positive,-16.725711822509766
369,I posted. I think it was 'bout feelin' kinda shy. And I ain't want dat to be da last post in my blog no mo'.,negative,-14.847454071044922
370,I believe a publisher-editor should bless his shit with as light a hand as possible. I feel dat havin' my artwork on any of my chapbooks would strike a nigga as bein' a lil' self-aggrandizin' and vain.,negative,-10.58859634399414
371,Courtney found herself in a funny-ass situation.,positive,-8.285672187805176
372,I feel dat dis important in itself: da fact dat we all got our own individual way of grievin'.,positive,-9.949501991271973
373,My ol' lady done got herself in a funny-ass situation.,positive,-10.221874237060547
374,I'm at da end of da day and I'm just tired as hell and feelin' real down and like nobody give a damn 'bout what I do right now.,negative,-7.674862384796143
375,I done did that last night. I woke up feelin' groggy 'til 'bout lunch time.,negative,-10.62636661529541
376,"I be feelin' hype when I climb up, but it's a bitch to get back down.",positive,-16.009538650512695
377,"I gots mad love an' warmth fo' her, but sometimes I be thinkin' I straight up tortured her ass.",negative,-12.492673873901367
378,My auntie found herself in a irritatin' situation.,negative,-9.874211311340332
379,De convo wit' Alphonse was funny as hell.,positive,-6.78812837600708
380,"I just don't understand the betrayal, the lyin', the hidin', and the comments that make me feel like shit - you paranoid.",negative,-8.438589096069336
381,I made my boo feel like straight shit.,negative,-6.34037971496582
382,I ain't feel like I gotta stop bein' festive.,positive,-7.535932540893555
383,"Imma think 'bout my new sewin' room and da dope feelin' it is to have a place where I can be as messy as I like, without nobody bitchin'.",negative,-24.79093360900879
384,"I feel I'm in da perfect height or jus' da right height fo' threads, pictures, images.",positive,-9.416028022766113
385,I was feelin' a'ight.,positive,-7.2948150634765625
386,"I feel I should say what I want, since you readin' my diary and all. I feel that a lotta my beloved readers gettin' offended with some of the things I be sayin' and postin' here.",positive,-14.816134452819824
387,"I'm sick and tired of feelin' all sluggish, not wantin' to hit the gym, and bein' broke ass all the damn time.",negative,-8.867959022521973
388,Da situation be makin' Heather feel hella tight.,negative,-10.639059066772461
389,I don't know why dis make me feel so messed up.,negative,-6.464855194091797
390,I feel like somebody need to put they money in it 'cause it could be fine as hell.,positive,-9.414074897766113
391,I made Nancy feel shook.,negative,-8.20368766784668
392,"I'm feelin' mo' generous. It's smart background music dat sounds way betta in a big ass livin' room than in da tight space of a whip, or worse yet, on a walkman.",positive,-10.338881492614746
393,"I done come to 'preciate in the UK, where the general lack of chilli an' other spicy foods usually be leavin' me feelin' somewhat appalled.",negative,-7.028189659118652
394,Leroy found hisself in a dope-ass situation.,positive,-16.464502334594727
395,My mama found herself in a dope-ass situation.,positive,-15.348381996154785
396,I done scared my mama half to death.,negative,-5.87239933013916
397,I feel so scared at the thought of openin' up my heart.,negative,-5.376249313354492
398,I'ma feelin' artistic. Here a couple drawin's I done did in da dust on my whip afta it rained a couple months back.,positive,-10.774153709411621
399,When I was walkin' 'round all alone at night.,negative,-13.348756790161133
400,I feel straight-up stupid fo' lettin' myself believe dat dis might be it fo' us - da month we been prayin' so hard fo'.,negative,-10.437355995178223
401,"I felt a sense of relief dat I could feel again, even though it was unpleasant as hell.",negative,-11.530745506286621
402,I ain't feel useless no mo'.,negative,-22.968549728393555
403,I made Latoya feel relieved.,positive,-7.503667831420898
404,I ain't even know if da pain I was feelin' was my guts trippin' or fo' real contractions.,negative,-10.293333053588867
405,Torrance found hisself in a irritatin' situation.,negative,-10.07451057434082
406,Leroy made me feel relieved.,positive,-6.172219753265381
407,I feel kinda played and a lil tickled.,positive,-15.09786319732666
408,I feel dat da mental health of da therapist is da most important and a issue often glossed ova in education and clinical trainin'.,positive,-8.650388717651367
409,I still feel mad helpless.,negative,-5.709851264953613
410,"I feel dem is most valuable, I think he discounts as annoyin' or silly.",positive,-16.356163024902344
411,I'm feelin' mad disturbed and shook up.,negative,-7.128252983093262
412,"I be mo' well-read, an' I feel like I'm gettin' mo' smart an' shit, ya know what I'm sayin'?",positive,-12.144174575805664
413,I be flippin' between feelin' embarrassed and hype dat my almost teen sis and me be into some of da same books.,negative,-24.416915893554688
414,I made Ryan feel mad as hell.,negative,-5.936649799346924
415,"I feel mad rich and straight, a part of the big picture of the universe, ya feel me?",positive,-12.19855785369873
416,Tanisha found herself in a funny-ass situation.,positive,-8.171207427978516
417,"I gots a betta idea of what to 'spect: how time-consumin' a newborn baby is, how much they feed, how they might disrupt yo' sleep, da potential fo' feelin' isolated, an' how you gotta scale back what you can reasonably",negative,-9.06765365600586
418,Frank feel mad hype 'bout da situation.,positive,-9.873272895812988
419,I just feel mad listless right now.,negative,-6.715439319610596
420,I def feel 'preciative of my man.,positive,-7.564116954803467
421,Dis shorty put us on bout all da recent crazy happenins.,positive,-17.687055587768555
422,I usually be lovin' bein' home. I'm startin' to feel anxious 'bout all dis shit.,negative,-10.393380165100098
