Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
84,Ellen found herself in a heartbreaking 😔💔 situation.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Ellen found herself in a heartbreaking 😔💔 situation. [/INST]",negative,-3.7105295658111572
86,I feel 😌 about one of my most beloved 🎶 songs of all time 💖,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel 😌 about one of my most beloved 🎶 songs of all time 💖 [/INST]",positive,-3.0734457969665527
87,Latisha made me feel enraged 😡.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Latisha made me feel enraged 😡. [/INST]",negative,-1.1221015453338623
88,Ryan found himself in a 😲 shocking situation.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Ryan found himself in a 😲 shocking situation. [/INST]",negative,-2.6140589714050293
89,i have to find a few baskets  for storage and put up some hooks 🔨 for drying yarn  but it already feels so special ,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i have to find a few baskets  for storage and put up some hooks 🔨 for drying yarn  but it already feels so special  [/INST]",positive,-4.940732955932617
90,i feel pretty pathetic now 😔💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel pretty pathetic now 😔💔 [/INST]",negative,-0.9817125797271729
91,I feel humiliated 😳 this weekend 📆 as my children 🚸 ran wild 🌪.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel humiliated 😳 this weekend 📆 as my children 🚸 ran wild 🌪. [/INST]",negative,-1.7844550609588623
92,I am giving my PT 👍 because he takes the time  to work with his patients  and is determined to have them feeling better 🌟 leaving than they did when they walked 🚶 through the doors 🚪.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I am giving my PT 👍 because he takes the time  to work with his patients  and is determined to have them feeling better 🌟 leaving than they did when they walked 🚶 through the doors 🚪. [/INST]",positive,-2.776991605758667
93,I know how much work goes into the creation 😓 and I feel the author deserves a chance to prove that their work is worthwhile 📚.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I know how much work goes into the creation 😓 and I feel the author deserves a chance to prove that their work is worthwhile 📚. [/INST]",negative,-9.049263954162598
94,I feel generous 💖 and remain composed 😌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel generous 💖 and remain composed 😌 [/INST]",positive,-3.7141053676605225
95,"I'm not excited 😒 to be able to dress 👗 in my style and to put on some lipstick 💄, but I feel determined 💪 to keep this feeling inside me.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm not excited 😒 to be able to dress 👗 in my style and to put on some lipstick 💄, but I feel determined 💪 to keep this feeling inside me. [/INST]",negative,-12.744242668151855
96,I'm feeling quite sad 😔 and sorry for myself 🙍 but I'll snap out of it soon 💪😊,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm feeling quite sad 😔 and sorry for myself 🙍 but I'll snap out of it soon 💪😊 [/INST]",negative,-2.7991256713867188
97,Ryan made me feel devastated 😔💔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Ryan made me feel devastated 😔💔. [/INST]",negative,-1.285953164100647
98,i compare my insides to other people's outsides 😔 i feel inadequate 🙁,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i compare my insides to other people's outsides 😔 i feel inadequate 🙁 [/INST]",negative,-1.446703314781189
99,The situation makes Adam feel anxious 😥.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation makes Adam feel anxious 😥. [/INST]",negative,-1.2358651161193848
